issue,files-changed,y-value
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/HollowProducer.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/AbstractHollowProducer.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/metrics/AnnouncementMetrics.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/metrics/AbstractProducerMetricsListener.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/HollowStateEngine.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowWriteStateEngine.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowObjectTypeWriteState.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowBlobWriter.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowTypeWriteState.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/objectmapper/HollowObjectTypeMapper.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/HollowTypeReadState.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/HollowReadStateEngine.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowProducerIncrementalTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowProducerTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowIncrementalProducerTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/core/write/HollowWriteStateEngineTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/core/write/HollowObjectTypeWriteStateTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/core/util/HollowWriteStateCreatorTest.java,1
Consumer delta application supports re-sharding for Object type,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeDataElementsJoinerTest.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeReadStateDeltaTransitionBenchmark.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/HollowBlobReader.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/HollowTypeReadState.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/set/HollowSetTypeReadState.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/map/HollowMapTypeReadState.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/list/HollowListTypeReadState.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/object/HollowObjectDeltaApplicator.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeReadStateShard.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeReadState.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/object/HollowObjectDeltaHistoricalStateCreator.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeDataElementsSplitJoinTest.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/AbstractHollowObjectTypeDataElementsSplitJoinTest.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeReadStateTest.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeDataElementsJoinerTest.java,1
HollowObjectTypeDataElements utilities for splitting and joining,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/engine/object/HollowObjectTypeDataElementsSplitterTest.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/FakeDataGenerator.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Chapter.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/BookId.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/ChapterId.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/BookMetadata.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Book.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/BookImages.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Art.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Artist.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Genre.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Scene.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/ChapterInfo.java,1
Enhanced HollowHistoryTypeKeyIndex with Optimized Mappings and Memoization,hollow-master/hollow-fakedata/src/main/java/hollow/model/Country.java,1
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
PerformanceAPI directory not matching package,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
PerformanceAPI directory not matching package,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/perfapi/HollowPerformanceAPIGenerator.java,1
PerformanceAPI directory not matching package,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/perfapi/HollowPerformanceAPIClassGenerator.java,1
PerformanceAPI directory not matching package,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/perfapi/HollowObjectTypePerfAPIClassGenerator.java,1
PerformanceAPI directory not matching package,hollow-master/hollow/src/test/java/com/netflix/hollow/api/codegen/AbstractHollowAPIGeneratorTest.java,1
PerformanceAPI directory not matching package,hollow-master/hollow/src/test/java/com/netflix/hollow/api/codegen/HollowCodeGenerationCompileUtil.java,1
PerformanceAPI directory not matching package,hollow-master/hollow/src/test/java/com/netflix/hollow/api/codegen/perfapi/HollowPerformanceAPIGeneratorTest.java,1
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
The new explorer-ui will break if there are more than 1 cookie,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/HttpHandlerWithServletSupport.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/SchemaDisplayField.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/SchemaDisplay.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeOverview.java,0
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/tools/java/com/netflix/hollow/diff/ui/HistoryUITest.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/tools/java/com/netflix/hollow/diff/ui/DiffUITest.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/history/ui/HollowHistoryUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/history/ui/HollowHistoryUI.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/history/ui/jetty/HollowHistoryUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/diff/ui/HollowDiffUIRouter.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/diff/ui/DiffUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/diff/ui/DiffUIWebServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/diff/ui/HollowDiffUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/main/java/com/netflix/hollow/diff/ui/jetty/HollowDiffUIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/test/java/com/netflix/hollow/diffview/HollowDiffUIServerTest.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-diff-ui/src/test/java/com/netflix/hollow/diffview/HollowHistoryUIServerTest.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/HollowUIRouter.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/UIServer.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/HollowUISession.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/HttpHandlerWithServletSupport.java,1
Replace Jetty server with JDK httpserver,hollow-master/hollow-ui-tools/src/main/java/com/netflix/hollow/ui/HollowUIWebServer.java,1
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/SegmentedLongArray.java,1
Support ARM64/AWS Graviton Instances by not performing unaligned accesses,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/encoding/FixedLengthElementArray.java,1
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
